************************************
Exercise 1: SURVEY(false) 
(-1,class android.widget.ImageView,152,672,128,128,0,null)
(-1,class android.widget.ImageView,304,672,128,128,0,null)
(-1,class android.widget.ImageView,456,672,128,128,0,null)
(-1,class android.widget.ImageView,608,672,128,128,0,null)
(-1,class android.widget.ImageView,760,672,128,128,0,null)
(-1,class android.widget.ImageView,912,672,128,128,0,null)
(-1,class android.widget.ImageView,1064,672,128,128,0,null)
(-1,class android.widget.ImageView,1216,672,128,128,0,null)
(-1,class android.widget.ImageView,1368,672,128,128,0,null)
(-1,class android.widget.ImageView,1520,672,128,128,0,null)
(-1,class android.widget.ImageView,-607,812,128,128,0,null)
(-1,class android.widget.ImageView,-455,812,128,128,0,null)
(-1,class android.widget.ImageView,-303,812,128,128,0,null)
(-1,class android.widget.ImageView,-151,812,128,128,0,null)
(-1,class android.widget.ImageView,0,812,128,128,0,null)
(-1,class android.widget.ImageView,152,812,128,128,0,null)
(-1,class android.widget.ImageView,304,812,128,128,0,null)
(-1,class android.widget.ImageView,456,812,128,128,0,null)
(-1,class android.widget.ImageView,608,812,128,128,0,null)
(-1,class android.widget.ImageView,760,812,128,128,0,null)
(-1,class android.widget.ImageView,912,812,128,128,0,null)
(-1,class android.widget.ImageView,1064,812,128,128,0,null)
(-1,class android.widget.ImageView,1216,812,128,128,0,null)
(-1,class android.widget.ImageView,1368,812,128,128,0,null)
(-1,class android.widget.ImageView,1520,812,128,128,0,null)
(-1,class android.widget.ImageView,-607,952,128,128,0,null)
(-1,class android.widget.ImageView,-455,952,128,128,0,null)
(-1,class android.widget.ImageView,-303,952,128,128,0,null)
(-1,class android.widget.ImageView,-151,952,128,128,0,null)
(-1,class android.widget.ImageView,0,952,128,128,0,null)
(-1,class android.widget.ImageView,152,952,128,128,0,null)
(-1,class android.widget.ImageView,304,952,128,128,0,null)
(-1,class android.widget.ImageView,456,952,128,128,0,null)
(-1,class android.widget.ImageView,608,952,128,128,0,null)
(-1,class android.widget.ImageView,760,952,128,128,0,null)
(-1,class android.widget.ImageView,912,952,128,128,0,null)
(-1,class android.widget.ImageView,1064,952,128,128,0,null)
(-1,class android.widget.ImageView,1216,952,128,128,0,null)
(-1,class android.widget.ImageView,1368,952,128,128,0,null)
(-1,class android.widget.ImageView,1520,952,128,128,0,null)
(-1,class android.widget.ImageView,-607,1092,128,128,0,null)
(-1,class android.widget.ImageView,-455,1092,128,128,0,null)
(-1,class android.widget.ImageView,-303,1092,128,128,0,null)
(-1,class android.widget.ImageView,-151,1092,128,128,0,null)
(-1,class android.widget.ImageView,0,1092,128,128,0,null)
(-1,class android.widget.ImageView,152,1092,128,128,0,null)
(-1,class android.widget.ImageView,304,1092,128,128,0,null)
(-1,class android.widget.ImageView,456,1092,128,128,0,null)
(-1,class android.widget.ImageView,608,1092,128,128,0,null)
(-1,class android.widget.ImageView,760,1092,128,128,0,null)
(-1,class android.widget.ImageView,912,1092,128,128,0,null)
(-1,class android.widget.ImageView,1064,1092,128,128,0,null)
(-1,class android.widget.ImageView,1216,1092,128,128,0,null)
(-1,class android.widget.ImageView,1368,1092,128,128,0,null)
(-1,class android.widget.ImageView,1520,1092,128,128,0,null)
(-1,class android.widget.ImageView,-607,1232,128,128,0,null)
(-1,class android.widget.ImageView,-455,1232,128,128,0,null)
(-1,class android.widget.ImageView,-303,1232,128,128,0,null)
(-1,class android.widget.ImageView,-151,1232,128,128,0,null)
(-1,class android.widget.ImageView,0,1232,128,128,0,null)
(-1,class android.widget.ImageView,152,1232,128,128,0,null)
(-1,class android.widget.ImageView,304,1232,128,128,0,null)
(-1,class android.widget.ImageView,456,1232,128,128,0,null)
(-1,class android.widget.ImageView,608,1232,128,128,0,null)
(-1,class android.widget.ImageView,760,1232,128,128,0,null)
(-1,class android.widget.ImageView,912,1232,128,128,0,null)
(-1,class android.widget.ImageView,1064,1232,128,128,0,null)
(-1,class android.widget.ImageView,1216,1232,128,128,0,null)
(-1,class android.widget.ImageView,1368,1232,128,128,0,null)
(-1,class android.widget.ImageView,1520,1232,128,128,0,null)
(-1,class android.widget.ImageView,-607,1372,128,128,0,null)
(-1,class android.widget.ImageView,-455,1372,128,128,0,null)
(-1,class android.widget.ImageView,-303,1372,128,128,0,null)
(-1,class android.widget.ImageView,-151,1372,128,128,0,null)
(-1,class android.widget.ImageView,0,1372,128,128,0,null)
(-1,class android.widget.ImageView,152,1372,128,128,0,null)
(-1,class android.widget.ImageView,304,1372,128,128,0,null)
(-1,class android.widget.ImageView,456,1372,128,128,0,null)
(-1,class android.widget.ImageView,608,1372,128,128,0,null)
(-1,class android.widget.ImageView,760,1372,128,128,0,null)
(-1,class android.widget.ImageView,912,1372,128,128,0,null)
(-1,class android.widget.ImageView,1064,1372,128,128,0,null)
(-1,class android.widget.ImageView,1216,1372,128,128,0,null)
(-1,class android.widget.ImageView,1368,1372,128,128,0,null)
(-1,class android.widget.ImageView,1520,1372,128,128,0,null)
(-1,class android.widget.ImageView,-607,1512,128,128,0,null)
(-1,class android.widget.ImageView,-455,1512,128,128,0,null)
(-1,class android.widget.ImageView,-303,1512,128,128,0,null)
(-1,class android.widget.ImageView,-151,1512,128,128,0,null)
(-1,class android.widget.ImageView,0,1512,128,128,0,null)
(-1,class android.widget.ImageView,152,1512,128,128,0,null)
(-1,class android.widget.ImageView,304,1512,128,128,0,null)
(-1,class android.widget.ImageView,456,1512,128,128,0,null)
(-1,class android.widget.ImageView,608,1512,128,128,0,null)
(-1,class android.widget.ImageView,760,1512,128,128,0,null)
(-1,class android.widget.ImageView,912,1512,128,128,0,null)
(-1,class android.widget.ImageView,1064,1512,128,128,0,null)
(-1,class android.widget.ImageView,1216,1512,128,128,0,null)
(-1,class android.widget.ImageView,1368,1512,128,128,0,null)
(-1,class android.widget.ImageView,1520,1512,128,128,0,null)
(-1,class android.widget.ImageView,-607,1652,128,128,0,null)
(-1,class android.widget.ImageView,-455,1652,128,128,0,null)
(-1,class android.widget.ImageView,-303,1652,128,128,0,null)
(-1,class android.widget.ImageView,-151,1652,128,128,0,null)
(-1,class android.widget.ImageView,0,1652,128,128,0,null)
(-1,class android.widget.ImageView,152,1652,128,128,0,null)
(-1,class android.widget.ImageView,304,1652,128,128,0,null)
(-1,class android.widget.ImageView,456,1652,128,128,0,null)
(-1,class android.widget.ImageView,608,1652,128,128,0,null)
(-1,class android.widget.ImageView,760,1652,128,128,0,null)
(-1,class android.widget.ImageView,912,1652,128,128,0,null)
(-1,class android.widget.ImageView,1064,1652,128,128,0,null)
(-1,class android.widget.ImageView,1216,1652,128,128,0,null)
(-1,class android.widget.ImageView,1368,1652,128,128,0,null)
(-1,class android.widget.ImageView,1520,1652,128,128,0,null)
(-1,class android.widget.ImageView,-607,1792,128,128,0,null)
(-1,class android.widget.ImageView,-455,1792,128,128,0,null)
(-1,class android.widget.ImageView,-303,1792,128,128,0,null)
(-1,class android.widget.ImageView,-151,1792,128,128,0,null)
(-1,class android.widget.ImageView,0,1792,128,128,0,null)
(-1,class android.widget.ImageView,152,1792,128,128,0,null)
(-1,class android.widget.ImageView,304,1792,128,128,0,null)
(-1,class android.widget.ImageView,456,1792,128,128,0,null)
(-1,class android.widget.ImageView,608,1792,128,128,0,null)
(-1,class android.widget.ImageView,760,1792,128,128,0,null)
(-1,class android.widget.ImageView,912,1792,128,128,0,null)
(-1,class android.widget.ImageView,1064,1792,128,128,0,null)
(-1,class android.widget.ImageView,1216,1792,128,128,0,null)
(-1,class android.widget.ImageView,1368,1792,128,128,0,null)
(-1,class android.widget.ImageView,1520,1792,128,128,0,null)
(-1,class android.widget.ImageView,-607,1932,128,128,0,null)
(-1,class android.widget.ImageView,-455,1932,128,128,0,null)
(-1,class android.widget.ImageView,-303,1932,128,128,0,null)
(-1,class android.widget.ImageView,-151,1932,128,128,0,null)
(-1,class android.widget.ImageView,0,1932,128,128,0,null)
(-1,class android.widget.ImageView,152,1932,128,128,0,null)
(-1,class android.widget.ImageView,304,1932,128,128,0,null)
(-1,class android.widget.ImageView,456,1932,128,128,0,null)
(-1,class android.widget.ImageView,608,1932,128,128,0,null)
(-1,class android.widget.ImageView,760,1932,128,128,0,null)
(-1,class android.widget.ImageView,912,1932,128,128,0,null)
(-1,class android.widget.ImageView,1064,1932,128,128,0,null)
(-1,class android.widget.ImageView,1216,1932,128,128,0,null)
(-1,class android.widget.ImageView,1368,1932,128,128,0,null)
(-1,class android.widget.ImageView,1520,1932,128,128,0,null)
(-1,class android.widget.ImageView,-607,2072,128,128,0,null)
(-1,class android.widget.ImageView,-455,2072,128,128,0,null)
(-1,class android.widget.ImageView,-303,2072,128,128,0,null)
(-1,class android.widget.ImageView,-151,2072,128,128,0,null)
(-1,class android.widget.ImageView,0,2072,128,128,0,null)
(-1,class android.widget.ImageView,152,2072,128,128,0,null)
(-1,class android.widget.ImageView,304,2072,128,128,0,null)
(-1,class android.widget.ImageView,456,2072,128,128,0,null)
(-1,class android.widget.ImageView,608,2072,128,128,0,null)
(-1,class android.widget.ImageView,760,2072,128,128,0,null)
(-1,class android.widget.ImageView,912,2072,128,128,0,null)
(-1,class android.widget.ImageView,1064,2072,128,128,0,null)
(-1,class android.widget.ImageView,1216,2072,128,128,0,null)
(-1,class android.widget.ImageView,1368,2072,128,128,0,null)
(-1,class android.widget.ImageView,1520,2072,128,128,0,null)
(-1,class android.widget.ImageView,-607,2212,128,128,0,null)
(-1,class android.widget.ImageView,-455,2212,128,128,0,null)
(-1,class android.widget.ImageView,-303,2212,128,128,0,null)
(-1,class android.widget.ImageView,-151,2212,128,128,0,null)
(-1,class android.widget.ImageView,0,2212,128,128,0,null)
(-1,class android.widget.ImageView,152,2212,128,128,0,null)
(-1,class android.widget.ImageView,304,2212,128,128,0,null)
(-1,class android.widget.ImageView,456,2212,128,128,0,null)
(-1,class android.widget.ImageView,608,2212,128,128,0,null)
(-1,class android.widget.ImageView,760,2212,128,128,0,null)
(-1,class android.widget.ImageView,912,2212,128,128,0,null)
(-1,class android.widget.ImageView,1064,2212,128,128,0,null)
(-1,class android.widget.ImageView,1216,2212,128,128,0,null)
(-1,class android.widget.ImageView,1368,2212,128,128,0,null)
(-1,class android.widget.ImageView,1520,2212,128,128,0,null)
(2131165272,class android.widget.Button,492,1047,256,96,0,OK I've done it.)
V_SCROLL_START,459730030
V_SCROLL,0,870,0,896
V_SCROLL,0,834,0,870
V_SCROLL,0,798,0,834
V_SCROLL,0,765,0,798
V_SCROLL,0,729,0,765
V_SCROLL,0,728,0,729
V_SCROLL,0,705,0,728
V_SCROLL,0,705,0,728
V_SCROLL,0,667,0,705
V_SCROLL,0,667,0,705
V_SCROLL,0,629,0,667
V_SCROLL,0,629,0,667
V_SCROLL,0,594,0,629
V_SCROLL,0,594,0,629
V_SCROLL,0,560,0,594
V_SCROLL,0,560,0,594
V_SCROLL,0,533,0,560
V_SCROLL,0,533,0,560
V_SCROLL,0,502,0,533
V_SCROLL,0,502,0,533
V_SCROLL,0,476,0,502
V_SCROLL,0,476,0,502
V_SCROLL,0,453,0,476
V_SCROLL,0,453,0,476
V_SCROLL,0,432,0,453
V_SCROLL,0,432,0,453
V_SCROLL,0,411,0,432
V_SCROLL,0,411,0,432
V_SCROLL,0,393,0,411
V_SCROLL,0,393,0,411
V_SCROLL,0,375,0,393
V_SCROLL,0,375,0,393
V_SCROLL,0,362,0,375
V_SCROLL,0,362,0,375
V_SCROLL,0,348,0,362
V_SCROLL,0,348,0,362
V_SCROLL,0,335,0,348
V_SCROLL,0,335,0,348
V_SCROLL,0,324,0,335
V_SCROLL,0,324,0,335
V_SCROLL,0,313,0,324
V_SCROLL,0,313,0,324
V_SCROLL,0,304,0,313
V_SCROLL,0,304,0,313
V_SCROLL,0,295,0,304
V_SCROLL,0,295,0,304
V_SCROLL,0,287,0,295
V_SCROLL,0,287,0,295
V_SCROLL,0,280,0,287
V_SCROLL,0,280,0,287
V_SCROLL,0,273,0,280
V_SCROLL,0,273,0,280
V_SCROLL,0,267,0,273
V_SCROLL,0,267,0,273
V_SCROLL,0,263,0,267
V_SCROLL,0,263,0,267
V_SCROLL,0,258,0,263
V_SCROLL,0,258,0,263
V_SCROLL,0,254,0,258
V_SCROLL,0,254,0,258
V_SCROLL,0,250,0,254
V_SCROLL,0,250,0,254
V_SCROLL,0,247,0,250
V_SCROLL,0,247,0,250
V_SCROLL,0,244,0,247
V_SCROLL,0,244,0,247
V_SCROLL,0,242,0,244
V_SCROLL,0,242,0,244
V_SCROLL,0,240,0,242
V_SCROLL,0,240,0,242
V_SCROLL,0,239,0,240
V_SCROLL,0,239,0,240
V_SCROLL,0,237,0,239
V_SCROLL,0,237,0,239
V_SCROLL,0,236,0,237
V_SCROLL,0,236,0,237
V_SCROLL_END,459730192
V_SCROLL_START,459735366
V_SCROLL,0,216,0,236
V_SCROLL,0,190,0,216
V_SCROLL,0,162,0,190
V_SCROLL,0,137,0,162
V_SCROLL,0,112,0,137
V_SCROLL,0,90,0,112
V_SCROLL,0,68,0,90
V_SCROLL,0,46,0,68
V_SCROLL,0,36,0,46
V_SCROLL,0,34,0,36
V_SCROLL,0,34,0,36
V_SCROLL,0,13,0,34
V_SCROLL,0,13,0,34
V_SCROLL,0,-7,0,13
V_SCROLL,0,-7,0,13
V_SCROLL,0,-12,0,-7
V_SCROLL,0,-12,0,-7
V_SCROLL,0,-10,0,-12
V_SCROLL,0,-10,0,-12
V_SCROLL,0,-8,0,-10
V_SCROLL,0,-8,0,-10
V_SCROLL,0,-7,0,-8
V_SCROLL,0,-7,0,-8
V_SCROLL,0,-4,0,-7
V_SCROLL,0,-4,0,-7
V_SCROLL,0,-2,0,-4
V_SCROLL,0,-2,0,-4
V_SCROLL,0,0,0,-2
V_SCROLL,0,0,0,-2
V_SCROLL_END,459735640
H_SCROLL_START,459737317
H_SCROLL,591,0,640,0
H_SCROLL,540,0,591,0
H_SCROLL,489,0,540,0
H_SCROLL,442,0,489,0
H_SCROLL,413,0,442,0
H_SCROLL,410,0,413,0
H_SCROLL,393,0,410,0
H_SCROLL,393,0,410,0
H_SCROLL,358,0,393,0
H_SCROLL,358,0,393,0
H_SCROLL,323,0,358,0
H_SCROLL,323,0,358,0
H_SCROLL,289,0,323,0
H_SCROLL,289,0,323,0
H_SCROLL,259,0,289,0
H_SCROLL,259,0,289,0
H_SCROLL,230,0,259,0
H_SCROLL,230,0,259,0
H_SCROLL,202,0,230,0
H_SCROLL,202,0,230,0
H_SCROLL,179,0,202,0
H_SCROLL,179,0,202,0
H_SCROLL,156,0,179,0
H_SCROLL,156,0,179,0
H_SCROLL,135,0,156,0
H_SCROLL,135,0,156,0
H_SCROLL,116,0,135,0
H_SCROLL,116,0,135,0
H_SCROLL,100,0,116,0
H_SCROLL,100,0,116,0
H_SCROLL,84,0,100,0
H_SCROLL,84,0,100,0
H_SCROLL,70,0,84,0
H_SCROLL,70,0,84,0
H_SCROLL,58,0,70,0
H_SCROLL,58,0,70,0
H_SCROLL,46,0,58,0
H_SCROLL,46,0,58,0
H_SCROLL,36,0,46,0
H_SCROLL,36,0,46,0
H_SCROLL,27,0,36,0
H_SCROLL,27,0,36,0
H_SCROLL,18,0,27,0
H_SCROLL,18,0,27,0
H_SCROLL,10,0,18,0
H_SCROLL,10,0,18,0
H_SCROLL,3,0,10,0
H_SCROLL,3,0,10,0
H_SCROLL,-4,0,3,0
H_SCROLL,-4,0,3,0
H_SCROLL,-10,0,-4,0
H_SCROLL,-10,0,-4,0
H_SCROLL,-12,0,-10,0
H_SCROLL,-12,0,-10,0
H_SCROLL,-11,0,-12,0
H_SCROLL,-11,0,-12,0
H_SCROLL,-9,0,-11,0
H_SCROLL,-9,0,-11,0
H_SCROLL,-7,0,-9,0
H_SCROLL,-7,0,-9,0
H_SCROLL,-4,0,-7,0
H_SCROLL,-4,0,-7,0
H_SCROLL,-2,0,-4,0
H_SCROLL,-2,0,-4,0
H_SCROLL,0,0,-2,0
H_SCROLL,0,0,-2,0
H_SCROLL_END,459737520
V_SCROLL_START,459738984
V_SCROLL,0,15,0,0
